Type,Weight,Elevators,Winglets,theta,rou,result
C,24,26,1,41,90,43.7
C,24,26,1,41,95,43.8
C,24,26,1,41,100,44.4
C,24,26,1,41,105,7.5
C,24,26,1,41,110,15.3
C,24,26,1,41,115,16.4
C,27,26,1,35,85,19.2
C,27,26,1,35,90,11.7
C,27,26,1,35,95,10.1
C,27,26,1,35,100,9.0
C,27,26,1,35,105,7.8
C,27,26,1,35,110,7.2
C,27,26,1,35,115,6.6
C,27,26,1,38,85,37.2
C,27,26,1,38,90,36.7
C,27,26,1,38,95,36.4
C,27,26,1,38,100,35.5
C,27,26,1,38,105,35.6
C,27,26,1,38,110,34.2
C,27,26,1,38,115,7.2
C,27,26,1,41,85,42.8
C,27,26,1,41,90,42.9
C,27,26,1,41,95,43.0
C,27,26,1,41,100,43.5
C,27,26,1,41,105,7.5
C,27,26,1,41,110,15.3
C,27,26,1,41,115,16.4
C,30,26,1,35,85,15.6
C,30,26,1,35,90,11.1
C,30,26,1,35,95,9.4
C,30,26,1,35,100,8.3
C,30,26,1,35,105,7.8
C,30,26,1,35,110,7.2
C,30,26,1,35,115,6.6
C,30,26,1,38,85,35.8
C,30,26,1,38,90,35.2
C,30,26,1,38,95,34.5
C,30,26,1,38,100,33.2
C,30,26,1,38,105,32.3
C,30,26,1,38,110,13.8
C,30,26,1,38,115,7.2
C,30,26,1,41,85,42.1
C,30,26,1,41,90,42.2
C,30,26,1,41,95,42.2
C,30,26,1,41,100,42.5
C,30,26,1,41,105,42.8
C,30,26,1,41,110,15.3
C,30,26,1,41,115,16.4
C,33,26,1,35,85,14.1
C,33,26,1,35,90,10.4
C,33,26,1,35,95,9.4
C,33,26,1,35,100,8.3
C,33,26,1,35,105,7.7
C,33,26,1,35,110,7.2
C,33,26,1,35,115,6.6
C,33,26,1,38,85,34.4
C,33,26,1,38,90,33.5
C,33,26,1,38,95,32.1
C,33,26,1,38,100,29.6
C,33,26,1,38,105,19.1
C,33,26,1,38,110,11.9
C,33,26,1,38,115,7.2
C,33,26,1,41,85,41.3
C,33,26,1,41,90,41.3
C,33,26,1,41,95,41.2
C,33,26,1,41,100,41.4
C,33,26,1,41,105,41.5
C,33,26,1,41,110,15.3
C,33,26,1,41,115,16.4
C,36,26,1,35,85,13.0
C,36,26,1,35,90,9.8
C,36,26,1,35,95,8.7
C,36,26,1,35,100,8.3
C,36,26,1,35,105,7.7
C,36,26,1,35,110,7.2
C,36,26,1,35,115,6.6
C,36,26,1,38,85,33.2
C,36,26,1,38,90,31.6
C,36,26,1,38,95,29.5
C,36,26,1,38,100,23.2
C,36,26,1,38,105,14.2
C,36,26,1,38,110,11.2
C,36,26,1,38,115,7.2
C,36,26,1,41,85,40.6
C,36,26,1,41,90,40.5
C,36,26,1,41,95,40.3
C,36,26,1,41,100,40.3
C,36,26,1,41,105,40.5
C,36,26,1,41,110,15.3
C,36,26,1,41,115,16.4
C,39,26,1,35,85,11.9
C,39,26,1,35,90,9.8
C,39,26,1,35,95,8.7
C,39,26,1,35,100,7.5
C,39,26,1,35,105,7.0
C,39,26,1,35,110,6.4
C,39,26,1,35,115,6.6
C,39,26,1,38,85,31.7
C,39,26,1,38,90,29.6
C,39,26,1,38,95,26.2
C,39,26,1,38,100,16.6
C,39,26,1,38,105,12.9
C,39,26,1,38,110,10.5
C,39,26,1,38,115,7.2
C,39,26,1,41,85,39.8
C,39,26,1,41,90,39.5
C,39,26,1,41,95,39.3
C,39,26,1,41,100,39.3
C,39,26,1,41,105,39.3
C,39,26,1,41,110,15.3
C,39,26,1,41,115,16.4
C,42,26,1,35,85,11.9
C,42,26,1,35,90,9.8
C,42,26,1,35,95,8.7
C,42,26,1,35,100,7.5
C,42,26,1,35,105,7.0
C,42,26,1,35,110,6.4
C,42,26,1,35,115,6.5
C,42,26,1,38,85,30.6
C,42,26,1,38,90,28.4
C,42,26,1,38,95,23.5
C,42,26,1,38,100,15.0
C,42,26,1,38,105,12.3
C,42,26,1,38,110,10.5
C,42,26,1,38,115,7.2
C,42,26,1,41,85,39.4
C,42,26,1,41,90,39.0
C,42,26,1,41,95,38.7
C,42,26,1,41,100,38.4
C,42,26,1,41,105,38.4
C,42,26,1,41,110,15.3
C,42,26,1,41,115,16.4
C,45,26,1,35,85,11.3
C,45,26,1,35,90,9.2
C,45,26,1,35,95,8.0
C,45,26,1,35,100,7.5
C,45,26,1,35,105,7.0
C,45,26,1,35,110,6.4
C,45,26,1,35,115,6.5
C,45,26,1,38,85,29.2
C,45,26,1,38,90,25.7
C,45,26,1,38,95,19.3
C,45,26,1,38,100,13.8
C,45,26,1,38,105,11.6
C,45,26,1,38,110,10.5
C,45,26,1,38,115,7.2
C,45,26,1,41,85,38.7
C,45,26,1,41,90,38.2
C,45,26,1,41,95,37.6
C,45,26,1,41,100,37.3
C,45,26,1,41,105,37.0
C,45,26,1,41,110,15.3
C,45,26,1,41,115,16.4
C,48,26,1,35,85,10.7
C,48,26,1,35,90,9.2
C,48,26,1,35,95,8.0
C,48,26,1,35,100,7.5
C,48,26,1,35,105,7.0
C,48,26,1,35,110,6.4
C,48,26,1,35,115,6.5
C,48,26,1,38,85,27.3
C,48,26,1,38,90,23.1
C,48,26,1,38,95,16.8
C,48,26,1,38,100,13.2
C,48,26,1,38,105,10.9
C,48,26,1,38,110,9.7
C,48,26,1,38,115,7.2
C,48,26,1,41,85,37.9
C,48,26,1,41,90,37.3
C,48,26,1,41,95,36.4
C,48,26,1,41,100,36.1
C,48,26,1,41,105,35.5
C,48,26,1,41,110,15.3
C,48,26,1,41,115,16.4
C,51,26,1,35,85,10.7
C,51,26,1,35,90,9.2
C,51,26,1,35,95,8.0
C,51,26,1,35,100,7.5
C,51,26,1,35,105,7.0
C,51,26,1,35,110,6.4
C,51,26,1,35,115,5.7
C,51,26,1,38,85,25.6
C,51,26,1,38,90,20.7
C,51,26,1,38,95,15.7
C,51,26,1,38,100,12.6
C,51,26,1,38,105,10.9
C,51,26,1,38,110,9.7
C,51,26,1,38,115,7.2
C,51,26,1,41,85,37.1
C,51,26,1,41,90,36.4
C,51,26,1,41,95,35.5
C,51,26,1,41,100,34.8
C,51,26,1,41,105,34.1
C,51,26,1,41,110,15.3
C,51,26,1,41,115,16.4
C,54,26,1,35,85,10.1
C,54,26,1,35,90,8.5
C,54,26,1,35,95,8.0
C,54,26,1,35,100,7.5
C,54,26,1,35,105,7.0
C,54,26,1,35,110,6.4
C,54,26,1,35,115,5.7
C,54,26,1,38,85,24.2
C,54,26,1,38,90,18.9
C,54,26,1,38,95,14.6
C,54,26,1,38,100,12.0
C,54,26,1,38,105,10.2
C,54,26,1,38,110,9.0
C,54,26,1,38,115,8.4
C,54,26,1,41,85,36.4
C,54,26,1,41,90,35.5
C,54,26,1,41,95,34.2
C,54,26,1,41,100,33.4
C,54,26,1,41,105,32.4
C,54,26,1,41,110,15.3
C,54,26,1,41,115,16.4
C,57,26,1,35,85,10.1
C,57,26,1,35,90,8.5
C,57,26,1,35,95,8.0
C,57,26,1,35,100,7.5
C,57,26,1,35,105,7.0
C,57,26,1,35,110,6.4
C,57,26,1,35,115,5.7
C,57,26,1,38,85,22.3
C,57,26,1,38,90,17.5
C,57,26,1,38,95,13.5
C,57,26,1,38,100,11.3
C,57,26,1,38,105,10.2
C,57,26,1,38,110,9.0
C,57,26,1,38,115,8.4
C,57,26,1,41,85,35.5
C,57,26,1,41,90,34.5
C,57,26,1,41,95,33.1
C,57,26,1,41,100,31.7
C,57,26,1,41,105,30.5
C,57,26,1,41,110,15.3
C,57,26,1,41,115,16.4
C,60,26,1,35,85,10.1
C,60,26,1,35,90,8.5
C,60,26,1,35,95,8.0
C,60,26,1,35,100,6.8
C,60,26,1,35,105,7.0
C,60,26,1,35,110,6.4
C,60,26,1,35,115,5.7
C,60,26,1,38,85,21.1
C,60,26,1,38,90,16.5
C,60,26,1,38,95,13.5
C,60,26,1,38,100,11.3
C,60,26,1,38,105,10.2
C,60,26,1,38,110,9.0
C,60,26,1,38,115,8.4
C,60,26,1,41,85,34.8
C,60,26,1,41,90,33.8
C,60,26,1,41,95,32.0
C,60,26,1,41,100,30.1
C,60,26,1,41,105,28.4
C,60,26,1,41,110,21.8
C,60,26,1,41,115,16.4
C,63,26,1,35,85,9.5
C,63,26,1,35,90,8.5
C,63,26,1,35,95,7.3
C,63,26,1,35,100,6.8
C,63,26,1,35,105,6.2
C,63,26,1,35,110,6.4
C,63,26,1,35,115,5.7
C,63,26,1,38,85,19.9
C,63,26,1,38,90,15.4
C,63,26,1,38,95,12.9
C,63,26,1,38,100,10.6
C,63,26,1,38,105,9.5
C,63,26,1,38,110,9.0
C,63,26,1,38,115,8.4
C,63,26,1,41,85,34.1
C,63,26,1,41,90,32.7
C,63,26,1,41,95,30.8
C,63,26,1,41,100,28.4
C,63,26,1,41,105,26.2
C,63,26,1,41,110,19.4
C,63,26,1,41,115,16.4
C,66,26,1,35,85,9.5
C,66,26,1,35,90,8.5
C,66,26,1,35,95,7.3
C,66,26,1,35,100,6.8
C,66,26,1,35,105,6.2
C,66,26,1,35,110,6.4
C,66,26,1,35,115,5.7
C,66,26,1,38,85,18.5
C,66,26,1,38,90,14.9
C,66,26,1,38,95,12.3
C,66,26,1,38,100,10.6
C,66,26,1,38,105,9.5
C,66,26,1,38,110,9.0
C,66,26,1,38,115,8.4
C,66,26,1,41,85,33.3
C,66,26,1,41,90,31.9
C,66,26,1,41,95,29.6
C,66,26,1,41,100,27.0
C,66,26,1,41,105,23.7
C,66,26,1,41,110,17.2
C,66,26,1,41,115,16.4
C,69,26,1,35,85,9.5
C,69,26,1,35,90,7.8
C,69,26,1,35,95,7.3
C,69,26,1,35,100,6.8
C,69,26,1,35,105,6.2
C,69,26,1,35,110,6.4
C,69,26,1,35,115,5.7
C,69,26,1,38,85,17.6
C,69,26,1,38,90,14.3
C,69,26,1,38,95,12.3
C,69,26,1,38,100,10.6
C,69,26,1,38,105,9.5
C,69,26,1,38,110,8.2
C,69,26,1,38,115,7.6
C,69,26,1,41,85,32.5
C,69,26,1,41,90,31.0
C,69,26,1,41,95,28.2
C,69,26,1,41,100,25.1
C,69,26,1,41,105,21.5
C,69,26,1,41,110,16.0
C,69,26,1,41,115,16.4
C,72,26,1,35,85,9.5
C,72,26,1,35,90,7.8
C,72,26,1,35,95,7.3
C,72,26,1,35,100,6.8
C,72,26,1,35,105,6.2
C,72,26,1,35,110,6.4
C,72,26,1,35,115,5.7
C,72,26,1,38,85,17.1
C,72,26,1,38,90,13.8
C,72,26,1,38,95,11.7
C,72,26,1,38,100,10.0
C,72,26,1,38,105,9.5
C,72,26,1,38,110,8.2
C,72,26,1,38,115,7.6
C,72,26,1,41,85,31.7
C,72,26,1,41,90,30.1
C,72,26,1,41,95,27.2
C,72,26,1,41,100,23.4
C,72,26,1,41,105,20.1
C,72,26,1,41,110,15.4
C,72,26,1,41,115,16.4
C,75,26,1,35,85,8.9
C,75,26,1,35,90,7.8
C,75,26,1,35,95,7.3
C,75,26,1,35,100,6.8
C,75,26,1,35,105,6.2
C,75,26,1,35,110,6.4
C,75,26,1,35,115,5.7
C,75,26,1,38,85,16.6
C,75,26,1,38,90,13.2
C,75,26,1,38,95,11.7
C,75,26,1,38,100,10.0
C,75,26,1,38,105,9.5
C,75,26,1,38,110,8.2
C,75,26,1,38,115,7.6
C,75,26,1,41,85,31.1
C,75,26,1,41,90,29.2
C,75,26,1,41,95,25.7
C,75,26,1,41,100,22.1
C,75,26,1,41,105,18.5
C,75,26,1,41,110,14.8
C,75,26,1,41,115,16.4
C,78,26,1,35,85,8.9
C,78,26,1,35,90,7.8
C,78,26,1,35,95,7.3
C,78,26,1,35,100,6.8
C,78,26,1,35,105,6.2
C,78,26,1,35,110,6.3
C,78,26,1,35,115,5.7
C,78,26,1,38,85,16.1
C,78,26,1,38,90,13.2
C,78,26,1,38,95,11.1
C,78,26,1,38,100,10.0
C,78,26,1,38,105,8.8
C,78,26,1,38,110,8.2
C,78,26,1,38,115,7.6
C,78,26,1,41,85,30.3
C,78,26,1,41,90,28.2
C,78,26,1,41,95,24.6
C,78,26,1,41,100,20.7
C,78,26,1,41,105,17.4
C,78,26,1,41,110,14.2
C,78,26,1,41,115,16.4
C,81,26,1,35,85,8.9
C,81,26,1,35,90,7.8
C,81,26,1,35,95,7.3
C,81,26,1,35,100,6.8
C,81,26,1,35,105,6.2
C,81,26,1,35,110,5.5
C,81,26,1,35,115,5.7
C,81,26,1,38,85,15.6
C,81,26,1,38,90,12.6
C,81,26,1,38,95,11.1
C,81,26,1,38,100,10.0
C,81,26,1,38,105,8.8
C,81,26,1,38,110,8.2
C,81,26,1,38,115,7.6
C,81,26,1,41,85,29.7
C,81,26,1,41,90,27.1
C,81,26,1,41,95,23.4
C,81,26,1,41,100,19.7
C,81,26,1,41,105,16.9
C,81,26,1,41,110,13.5
C,81,26,1,41,115,16.4
C,84,26,1,35,85,8.9
C,84,26,1,35,90,7.8
C,84,26,1,35,95,7.3
C,84,26,1,35,100,6.8
C,84,26,1,35,105,6.2
C,84,26,1,35,110,5.5
C,84,26,1,35,115,5.7
C,84,26,1,38,85,15.1
C,84,26,1,38,90,12.6
C,84,26,1,38,95,11.1
C,84,26,1,38,100,10.0
C,84,26,1,38,105,8.8
C,84,26,1,38,110,8.2
C,84,26,1,38,115,7.6
C,84,26,1,41,85,29.1
C,84,26,1,41,90,26.4
C,84,26,1,41,95,22.5
C,84,26,1,41,100,18.7
C,84,26,1,41,105,16.3
C,84,26,1,41,110,13.5
C,84,26,1,41,115,16.4
C,87,26,1,35,85,8.9
C,87,26,1,35,90,7.8
C,87,26,1,35,95,7.3
C,87,26,1,35,100,6.8
C,87,26,1,35,105,6.2
C,87,26,1,35,110,5.5
C,87,26,1,35,115,5.7
C,87,26,1,38,85,14.6
C,87,26,1,38,90,12.6
C,87,26,1,38,95,11.0
C,87,26,1,38,100,9.3
C,87,26,1,38,105,8.8
C,87,26,1,38,110,8.2
C,87,26,1,38,115,7.6
C,87,26,1,41,85,28.4
C,87,26,1,41,90,25.7
C,87,26,1,41,95,22.1
C,87,26,1,41,100,18.2
C,87,26,1,41,105,15.7
C,87,26,1,41,110,12.8
C,87,26,1,41,115,16.4
C,90,26,1,35,85,8.9
C,90,26,1,35,90,7.8
C,90,26,1,35,95,7.3
C,90,26,1,35,100,6.8
C,90,26,1,35,105,6.2
C,90,26,1,35,110,5.5
C,90,26,1,35,115,5.7
C,90,26,1,38,85,14.6
C,90,26,1,38,90,12.0
C,90,26,1,38,95,10.4
C,90,26,1,38,100,9.3
C,90,26,1,38,105,8.8
C,90,26,1,38,110,8.2
C,90,26,1,38,115,7.6
C,90,26,1,41,85,27.7
C,90,26,1,41,90,25.0
C,90,26,1,41,95,21.2
C,90,26,1,41,100,17.2
C,90,26,1,41,105,15.1
C,90,26,1,41,110,12.8
C,90,26,1,41,115,11.0
C,93,26,1,35,85,8.9
C,93,26,1,35,90,7.8
C,93,26,1,35,95,7.3
C,93,26,1,35,100,6.8
C,93,26,1,35,105,6.2
C,93,26,1,35,110,5.5
C,93,26,1,35,115,5.7
C,93,26,1,38,85,14.0
C,93,26,1,38,90,12.0
C,93,26,1,38,95,10.4
C,93,26,1,38,100,9.3
C,93,26,1,38,105,8.8
C,93,26,1,38,110,8.2
C,93,26,1,38,115,7.6
C,93,26,1,41,85,27.1
C,93,26,1,41,90,24.2
C,93,26,1,41,95,20.3
C,93,26,1,41,100,16.6
C,93,26,1,41,105,14.5
C,93,26,1,41,110,12.8
C,93,26,1,41,115,11.0
C,96,26,1,35,85,8.9
C,96,26,1,35,90,7.8
C,96,26,1,35,95,7.3
C,96,26,1,35,100,6.8
C,96,26,1,35,105,6.2
C,96,26,1,35,110,5.5
C,96,26,1,35,115,5.7
C,96,26,1,38,85,14.0
C,96,26,1,38,90,12.0
C,96,26,1,38,95,10.4
C,96,26,1,38,100,9.3
C,96,26,1,38,105,8.8
C,96,26,1,38,110,8.2
C,96,26,1,38,115,7.6
C,96,26,1,41,85,26.8
C,96,26,1,41,90,23.4
C,96,26,1,41,95,19.3
C,96,26,1,41,100,16.0
C,96,26,1,41,105,14.5
C,96,26,1,41,110,12.2
C,96,26,1,41,115,11.0
C,99,26,1,35,85,8.2
C,99,26,1,35,90,7.8
C,99,26,1,35,95,6.6
C,99,26,1,35,100,6.8
C,99,26,1,35,105,6.2
C,99,26,1,35,110,5.5
C,99,26,1,35,115,5.7
C,99,26,1,38,85,13.5
C,99,26,1,38,90,11.4
C,99,26,1,38,95,10.4
C,99,26,1,38,100,9.3
C,99,26,1,38,105,8.8
C,99,26,1,38,110,7.4
C,99,26,1,38,115,7.6
C,99,26,1,41,85,26.1
C,99,26,1,41,90,23.0
C,99,26,1,41,95,18.8
C,99,26,1,41,100,16.0
C,99,26,1,41,105,13.9
C,99,26,1,41,110,12.2
C,99,26,1,41,115,11.0
C,0,28,1,35,85,44.3
C,0,28,1,35,90,44.9
C,0,28,1,35,95,45.6
C,0,28,1,35,100,46.3
C,0,28,1,35,105,46.9
C,0,28,1,35,110,47.7
C,0,28,1,35,115,6.4
C,0,28,1,38,85,46.3
C,0,28,1,38,90,46.9
C,0,28,1,38,95,47.5
C,0,28,1,38,100,48.2
C,0,28,1,38,105,48.8
C,0,28,1,38,110,6.8
C,0,28,1,38,115,7.2
C,0,28,1,41,85,47.1
C,0,28,1,41,90,47.7
C,0,28,1,41,95,48.3
C,0,28,1,41,100,6.3
C,0,28,1,41,105,7.5
C,0,28,1,41,110,15.3
C,0,28,1,41,115,16.4
C,3,28,1,35,85,43.3
C,3,28,1,35,90,44.0
C,3,28,1,35,95,44.7
C,3,28,1,35,100,45.3
C,3,28,1,35,105,46.0
C,3,28,1,35,110,46.6
C,3,28,1,35,115,6.4
C,3,28,1,38,85,45.9
C,3,28,1,38,90,46.4
C,3,28,1,38,95,47.2
C,3,28,1,38,100,47.7
C,3,28,1,38,105,48.5
C,3,28,1,38,110,6.8
C,3,28,1,38,115,7.2
C,3,28,1,41,85,47.2
C,3,28,1,41,90,47.7
C,3,28,1,41,95,48.3
C,3,28,1,41,100,6.3
C,3,28,1,41,105,7.5
C,3,28,1,41,110,15.3
C,3,28,1,41,115,16.4
C,6,28,1,35,85,42.3
C,6,28,1,35,90,42.7
C,6,28,1,35,95,43.3
C,6,28,1,35,100,43.9
C,6,28,1,35,105,44.6
C,6,28,1,35,110,45.3
C,6,28,1,35,115,6.4
C,6,28,1,38,85,45.3
C,6,28,1,38,90,46.0
C,6,28,1,38,95,46.6
C,6,28,1,38,100,47.2
C,6,28,1,38,105,47.9
C,6,28,1,38,110,6.8
C,6,28,1,38,115,7.2
C,6,28,1,41,85,47.1
C,6,28,1,41,90,47.6
C,6,28,1,41,95,48.2
C,6,28,1,41,100,48.9
C,6,28,1,41,105,7.5
C,6,28,1,41,110,15.3
C,6,28,1,41,115,16.4
C,9,28,1,35,85,41.0
C,9,28,1,35,90,41.4
C,9,28,1,35,95,42.0
C,9,28,1,35,100,42.5
C,9,28,1,35,105,43.0
C,9,28,1,35,110,43.7
C,9,28,1,35,115,6.4
C,9,28,1,38,85,44.8
C,9,28,1,38,90,45.3
C,9,28,1,38,95,45.8
C,9,28,1,38,100,46.4
C,9,28,1,38,105,47.3
C,9,28,1,38,110,6.8
C,9,28,1,38,115,7.2
C,9,28,1,41,85,46.8
C,9,28,1,41,90,47.3
C,9,28,1,41,95,48.0
C,9,28,1,41,100,48.6
C,9,28,1,41,105,7.5
C,9,28,1,41,110,15.3
C,9,28,1,41,115,16.4
C,12,28,1,35,85,39.7
C,12,28,1,35,90,39.9
C,12,28,1,35,95,40.3
C,12,28,1,35,100,40.7
C,12,28,1,35,105,41.3
C,12,28,1,35,110,10.9
C,12,28,1,35,115,6.4
C,12,28,1,38,85,44.1
C,12,28,1,38,90,44.5
C,12,28,1,38,95,45.1
C,12,28,1,38,100,45.6
C,12,28,1,38,105,46.3
C,12,28,1,38,110,6.8
C,12,28,1,38,115,7.2
C,12,28,1,41,85,46.6
C,12,28,1,41,90,47.0
C,12,28,1,41,95,47.5
C,12,28,1,41,100,48.3
C,12,28,1,41,105,7.5
C,12,28,1,41,110,15.3
C,12,28,1,41,115,16.4
C,15,28,1,35,85,38.2
C,15,28,1,35,90,38.2
C,15,28,1,35,95,38.4
C,15,28,1,35,100,38.5
C,15,28,1,35,105,11.3
C,15,28,1,35,110,9.5
C,15,28,1,35,115,8.2
C,15,28,1,38,85,43.3
C,15,28,1,38,90,43.8
C,15,28,1,38,95,44.2
C,15,28,1,38,100,44.5
C,15,28,1,38,105,45.3
C,15,28,1,38,110,6.8
C,15,28,1,38,115,7.2
C,15,28,1,41,85,46.0
C,15,28,1,41,90,46.6
C,15,28,1,41,95,47.1
C,15,28,1,41,100,47.8
C,15,28,1,41,105,7.5
C,15,28,1,41,110,15.3
C,15,28,1,41,115,16.4
C,18,28,1,35,85,36.6
C,18,28,1,35,90,36.0
C,18,28,1,35,95,36.1
C,18,28,1,35,100,12.9
C,18,28,1,35,105,10.0
C,18,28,1,35,110,8.8
C,18,28,1,35,115,8.2
C,18,28,1,38,85,42.4
C,18,28,1,38,90,42.8
C,18,28,1,38,95,43.2
C,18,28,1,38,100,43.5
C,18,28,1,38,105,44.3
C,18,28,1,38,110,6.8
C,18,28,1,38,115,7.2
C,18,28,1,41,85,45.7
C,18,28,1,41,90,46.1
C,18,28,1,41,95,46.6
C,18,28,1,41,100,47.3
C,18,28,1,41,105,7.5
C,18,28,1,41,110,15.3
C,18,28,1,41,115,16.4
C,21,28,1,35,85,34.7
C,21,28,1,35,90,33.5
C,21,28,1,35,95,32.8
C,21,28,1,35,100,11.0
C,21,28,1,35,105,9.3
C,21,28,1,35,110,8.7
C,21,28,1,35,115,7.4
C,21,28,1,38,85,41.5
C,21,28,1,38,90,41.8
C,21,28,1,38,95,42.0
C,21,28,1,38,100,42.3
C,21,28,1,38,105,42.9
C,21,28,1,38,110,6.8
C,21,28,1,38,115,7.2
C,21,28,1,41,85,45.2
C,21,28,1,41,90,45.6
C,21,28,1,41,95,45.9
C,21,28,1,41,100,46.6
C,21,28,1,41,105,7.5
C,21,28,1,41,110,15.3
C,21,28,1,41,115,16.4
C,24,28,1,35,85,32.6
C,24,28,1,35,90,30.1
C,24,28,1,35,95,12.6
C,24,28,1,35,100,10.4
C,24,28,1,35,105,9.2
C,24,28,1,35,110,8.0
C,24,28,1,35,115,7.4
C,24,28,1,38,85,40.6
C,24,28,1,38,90,40.7
C,24,28,1,38,95,40.9
C,24,28,1,38,100,40.9
C,24,28,1,38,105,41.5
C,24,28,1,38,110,41.7
C,24,28,1,38,115,7.2
C,24,28,1,41,85,44.6
C,24,28,1,41,90,45.0
C,24,28,1,41,95,45.3
C,24,28,1,41,100,45.8
C,24,28,1,41,105,7.5
C,24,28,1,41,110,15.3
C,24,28,1,41,115,16.4
C,27,28,1,35,85,29.8
C,27,28,1,35,90,16.0
C,27,28,1,35,95,11.3
C,27,28,1,35,100,9.7
C,27,28,1,35,105,8.5
C,27,28,1,35,110,8.0
C,27,28,1,35,115,7.4
C,27,28,1,38,85,39.6
C,27,28,1,38,90,39.5
C,27,28,1,38,95,39.7
C,27,28,1,38,100,39.4
C,27,28,1,38,105,40.1
C,27,28,1,38,110,40.0
C,27,28,1,38,115,7.2
C,27,28,1,41,85,44.1
C,27,28,1,41,90,44.3
C,27,28,1,41,95,44.6
C,27,28,1,41,100,45.1
C,27,28,1,41,105,7.5
C,27,28,1,41,110,15.3
C,27,28,1,41,115,16.4
C,30,28,1,35,85,26.2
C,30,28,1,35,90,13.4
C,30,28,1,35,95,10.7
C,30,28,1,35,100,9.0
C,30,28,1,35,105,8.5
C,30,28,1,35,110,7.2
C,30,28,1,35,115,7.4
C,30,28,1,38,85,38.6
C,30,28,1,38,90,38.4
C,30,28,1,38,95,38.1
C,30,28,1,38,100,37.8
C,30,28,1,38,105,38.2
C,30,28,1,38,110,37.7
C,30,28,1,38,115,7.2
C,30,28,1,41,85,43.4
C,30,28,1,41,90,43.7
C,30,28,1,41,95,43.8
C,30,28,1,41,100,44.3
C,30,28,1,41,105,44.8
C,30,28,1,41,110,15.3
C,30,28,1,41,115,16.4
C,33,28,1,35,85,20.5
C,33,28,1,35,90,12.2
C,33,28,1,35,95,10.1
C,33,28,1,35,100,9.0
C,33,28,1,35,105,7.8
C,33,28,1,35,110,7.2
C,33,28,1,35,115,6.6
C,33,28,1,38,85,37.4
C,33,28,1,38,90,37.0
C,33,28,1,38,95,36.6
C,33,28,1,38,100,36.0
C,33,28,1,38,105,36.1
C,33,28,1,38,110,35.0
C,33,28,1,38,115,7.2
C,33,28,1,41,85,42.9
C,33,28,1,41,90,43.0
C,33,28,1,41,95,43.1
C,33,28,1,41,100,43.6
C,33,28,1,41,105,43.9
C,33,28,1,41,110,15.3
C,33,28,1,41,115,16.4
C,36,28,1,35,85,16.1
C,36,28,1,35,90,11.1
C,36,28,1,35,95,9.4
C,36,28,1,35,100,8.3
C,36,28,1,35,105,7.8
C,36,28,1,35,110,7.2
C,36,28,1,35,115,6.6
C,36,28,1,38,85,36.2
C,36,28,1,38,90,35.7
C,36,28,1,38,95,35.0
C,36,28,1,38,100,34.0
C,36,28,1,38,105,33.2
C,36,28,1,38,110,14.5
C,36,28,1,38,115,7.2
C,36,28,1,41,85,42.2
C,36,28,1,41,90,42.3
C,36,28,1,41,95,42.4
C,36,28,1,41,100,42.6
C,36,28,1,41,105,42.9
C,36,28,1,41,110,15.3
C,36,28,1,41,115,16.4
C,39,28,1,35,85,14.6
C,39,28,1,35,90,10.4
C,39,28,1,35,95,9.4
C,39,28,1,35,100,8.3
C,39,28,1,35,105,7.8
C,39,28,1,35,110,7.2
C,39,28,1,35,115,6.6
C,39,28,1,38,85,35.1
C,39,28,1,38,90,34.2
C,39,28,1,38,95,33.0
C,39,28,1,38,100,31.2
C,39,28,1,38,105,28.9
C,39,28,1,38,110,12.6
C,39,28,1,38,115,7.2
C,39,28,1,41,85,41.6
C,39,28,1,41,90,41.5
C,39,28,1,41,95,41.5
C,39,28,1,41,100,41.8
C,39,28,1,41,105,41.9
C,39,28,1,41,110,15.3
C,39,28,1,41,115,16.4
C,42,28,1,35,85,13.5
C,42,28,1,35,90,10.4
C,42,28,1,35,95,9.4
C,42,28,1,35,100,8.3
C,42,28,1,35,105,7.7
C,42,28,1,35,110,7.2
C,42,28,1,35,115,6.6
C,42,28,1,38,85,34.2
C,42,28,1,38,90,33.3
C,42,28,1,38,95,31.6
C,42,28,1,38,100,28.7
C,42,28,1,38,105,16.5
C,42,28,1,38,110,11.9
C,42,28,1,38,115,7.2
C,42,28,1,41,85,41.2
C,42,28,1,41,90,41.0
C,42,28,1,41,95,41.0
C,42,28,1,41,100,41.1
C,42,28,1,41,105,41.3
C,42,28,1,41,110,15.3
C,42,28,1,41,115,16.4
C,45,28,1,35,85,12.5
C,45,28,1,35,90,9.8
C,45,28,1,35,95,8.8
C,45,28,1,35,100,8.3
C,45,28,1,35,105,7.7
C,45,28,1,35,110,7.2
C,45,28,1,35,115,6.6
C,45,28,1,38,85,33.0
C,45,28,1,38,90,31.4
C,45,28,1,38,95,29.2
C,45,28,1,38,100,21.5
C,45,28,1,38,105,14.2
C,45,28,1,38,110,11.2
C,45,28,1,38,115,7.2
C,45,28,1,41,85,40.5
C,45,28,1,41,90,40.3
C,45,28,1,41,95,40.1
C,45,28,1,41,100,40.1
C,45,28,1,41,105,40.1
C,45,28,1,41,110,15.3
C,45,28,1,41,115,16.4
C,48,28,1,35,85,11.9
C,48,28,1,35,90,9.8
C,48,28,1,35,95,8.7
C,48,28,1,35,100,7.5
C,48,28,1,35,105,7.0
C,48,28,1,35,110,6.4
