Type,Weight,Elevators,Winglets,theta,rou,result
C,25,31,1,48,85,48.1
C,25,31,1,48,90,14.8
C,25,31,1,52,65,44.5
C,25,31,1,52,70,45.4
C,25,31,1,52,75,0.0
C,25,31,1,52,80,0.4
C,25,31,1,52,85,1.3
C,25,31,1,52,90,15.7
C,30,31,1,48,65,45.2
C,30,31,1,48,70,45.9
C,30,31,1,48,75,46.7
C,30,31,1,48,80,47.4
C,30,31,1,48,85,48.2
C,30,31,1,48,90,14.8
C,30,31,1,52,65,45.0
C,30,31,1,52,70,45.9
C,30,31,1,52,75,0.0
C,30,31,1,52,80,0.4
C,30,31,1,52,85,1.3
C,30,31,1,52,90,15.7
C,35,31,1,48,65,45.2
C,35,31,1,48,70,45.9
C,35,31,1,48,75,46.7
C,35,31,1,48,80,47.4
C,35,31,1,48,85,48.1
C,35,31,1,48,90,14.8
C,35,31,1,52,65,45.3
C,35,31,1,52,70,46.1
C,35,31,1,52,75,46.8
C,35,31,1,52,80,0.4
C,35,31,1,52,85,1.3
C,35,31,1,52,90,15.7
C,40,31,1,48,65,45.1
C,40,31,1,48,70,45.7
C,40,31,1,48,75,46.5
C,40,31,1,48,80,47.3
C,40,31,1,48,85,47.9
C,40,31,1,48,90,14.8
C,40,31,1,52,65,45.5
C,40,31,1,52,70,46.4
C,40,31,1,52,75,47.0
C,40,31,1,52,80,0.4
C,40,31,1,52,85,1.3
C,40,31,1,52,90,15.7
C,45,31,1,48,65,45.1
C,45,31,1,48,70,45.7
C,45,31,1,48,75,46.4
C,45,31,1,48,80,47.1
C,45,31,1,48,85,47.7
C,45,31,1,48,90,14.8
C,45,31,1,52,65,45.5
C,45,31,1,52,70,46.4
C,45,31,1,52,75,47.1
C,45,31,1,52,80,0.0
C,45,31,1,52,85,1.3
C,45,31,1,52,90,15.7
C,50,31,1,48,65,45.0
C,50,31,1,48,70,45.4
C,50,31,1,48,75,46.2
C,50,31,1,48,80,46.8
C,50,31,1,48,85,47.6
C,50,31,1,48,90,47.8
C,50,31,1,52,65,45.7
C,50,31,1,52,70,46.5
C,50,31,1,52,75,47.2
C,50,31,1,52,80,0.4
C,50,31,1,52,85,1.3
C,50,31,1,52,90,15.7
C,55,31,1,48,65,44.8
C,55,31,1,48,70,45.4
C,55,31,1,48,75,46.0
C,55,31,1,48,80,46.6
C,55,31,1,48,85,47.1
C,55,31,1,48,90,47.6
C,55,31,1,52,65,45.6
C,55,31,1,52,70,46.5
C,55,31,1,52,75,47.2
C,55,31,1,52,80,0.4
C,55,31,1,52,85,1.3
C,55,31,1,52,90,15.7
C,60,31,1,48,65,44.6
C,60,31,1,48,70,45.1
C,60,31,1,48,75,45.6
C,60,31,1,48,80,46.2
C,60,31,1,48,85,46.8
C,60,31,1,48,90,47.2
C,60,31,1,52,65,45.7
C,60,31,1,52,70,46.4
C,60,31,1,52,75,47.0
C,60,31,1,52,80,47.9
C,60,31,1,52,85,1.3
C,60,31,1,52,90,15.7
C,65,31,1,48,65,44.4
C,65,31,1,48,70,44.8
C,65,31,1,48,75,45.4
C,65,31,1,48,80,46.0
C,65,31,1,48,85,46.5
C,65,31,1,48,90,46.7
C,65,31,1,52,65,45.6
C,65,31,1,52,70,46.3
C,65,31,1,52,75,47.0
C,65,31,1,52,80,47.6
C,65,31,1,52,85,1.3
C,65,31,1,52,90,15.7
C,70,31,1,48,65,44.1
C,70,31,1,48,70,44.5
C,70,31,1,48,75,45.1
C,70,31,1,48,80,45.7
C,70,31,1,48,85,46.2
C,70,31,1,48,90,46.4
C,70,31,1,52,65,45.4
C,70,31,1,52,70,46.2
C,70,31,1,52,75,46.8
C,70,31,1,52,80,47.5
C,70,31,1,52,85,1.3
C,70,31,1,52,90,15.7
C,75,31,1,48,65,43.9
C,75,31,1,48,70,44.3
C,75,31,1,48,75,44.7
C,75,31,1,48,80,45.3
C,75,31,1,48,85,45.7
C,75,31,1,48,90,46.0
C,75,31,1,52,65,45.4
C,75,31,1,52,70,46.1
C,75,31,1,52,75,46.8
C,75,31,1,52,80,47.4
C,75,31,1,52,85,1.3
C,75,31,1,52,90,15.7
C,80,31,1,48,65,43.5
C,80,31,1,48,70,43.9
C,80,31,1,48,75,44.4
C,80,31,1,48,80,45.0
C,80,31,1,48,85,45.3
C,80,31,1,48,90,45.5
C,80,31,1,52,65,45.3
C,80,31,1,52,70,46.0
C,80,31,1,52,75,46.5
C,80,31,1,52,80,47.1
C,80,31,1,52,85,1.3
C,80,31,1,52,90,15.7
C,85,31,1,48,65,43.2
C,85,31,1,48,70,43.6
C,85,31,1,48,75,44.1
C,85,31,1,48,80,44.5
C,85,31,1,48,85,45.0
C,85,31,1,48,90,45.2
C,85,31,1,52,65,45.2
C,85,31,1,52,70,45.7
C,85,31,1,52,75,46.3
C,85,31,1,52,80,47.0
C,85,31,1,52,85,1.3
C,85,31,1,52,90,15.7
C,90,31,1,48,65,43.1
C,90,31,1,48,70,43.4
C,90,31,1,48,75,43.7
C,90,31,1,48,80,44.3
C,90,31,1,48,85,44.6
C,90,31,1,48,90,44.7
C,90,31,1,52,65,44.9
C,90,31,1,52,70,45.6
C,90,31,1,52,75,46.3
C,90,31,1,52,80,46.9
C,90,31,1,52,85,47.3
C,90,31,1,52,90,15.7
C,95,31,1,48,65,42.8
C,95,31,1,48,70,43.1
C,95,31,1,48,75,43.4
C,95,31,1,48,80,43.8
C,95,31,1,48,85,44.0
C,95,31,1,48,90,44.2
C,95,31,1,52,65,44.7
C,95,31,1,52,70,45.4
C,95,31,1,52,75,46.1
C,95,31,1,52,80,46.5
C,95,31,1,52,85,47.1
C,95,31,1,52,90,15.7
C,100,31,1,48,65,42.6
C,100,31,1,48,70,42.9
C,100,31,1,48,75,43.2
C,100,31,1,48,80,43.5
C,100,31,1,48,85,43.7
C,100,31,1,48,90,43.9
C,100,31,1,52,65,44.6
C,100,31,1,52,70,45.3
C,100,31,1,52,75,46.0
C,100,31,1,52,80,46.4
C,100,31,1,52,85,46.9
C,100,31,1,52,90,15.7
C,0,34,1,48,65,36.5
C,0,34,1,48,70,37.1
C,0,34,1,48,75,37.9
C,0,34,1,48,80,38.3
C,0,34,1,48,85,3.4
C,0,34,1,48,90,14.8
C,0,34,1,52,65,30.9
C,0,34,1,52,70,0.0
C,0,34,1,52,75,0.0
C,0,34,1,52,80,0.4
C,0,34,1,52,85,1.3
C,0,34,1,52,90,15.7
C,5,34,1,48,65,39.5
C,5,34,1,48,70,40.1
C,5,34,1,48,75,41.1
C,5,34,1,48,80,41.5
C,5,34,1,48,85,3.4
C,5,34,1,48,90,14.8
C,5,34,1,52,65,35.7
C,5,34,1,52,70,0.0
C,5,34,1,52,75,0.0
C,5,34,1,52,80,0.4
C,5,34,1,52,85,1.3
C,5,34,1,52,90,15.7
C,10,34,1,48,65,41.5
C,10,34,1,48,70,42.2
C,10,34,1,48,75,43.0
C,10,34,1,48,80,43.6
C,10,34,1,48,85,3.4
C,10,34,1,48,90,14.8
C,10,34,1,52,65,38.6
C,10,34,1,52,70,39.4
C,10,34,1,52,75,0.0
C,10,34,1,52,80,0.4
C,10,34,1,52,85,1.3
C,10,34,1,52,90,15.7
C,15,34,1,48,65,42.8
C,15,34,1,48,70,43.5
C,15,34,1,48,75,44.4
C,15,34,1,48,80,45.1
C,15,34,1,48,85,3.4
C,15,34,1,48,90,14.8
C,15,34,1,52,65,40.7
C,15,34,1,52,70,41.5
C,15,34,1,52,75,0.0
C,15,34,1,52,80,0.4
C,15,34,1,52,85,1.3
C,15,34,1,52,90,15.7
C,20,34,1,48,65,43.6
C,20,34,1,48,70,44.4
C,20,34,1,48,75,45.2
C,20,34,1,48,80,45.9
C,20,34,1,48,85,3.4
C,20,34,1,48,90,14.8
C,20,34,1,52,65,42.2
C,20,34,1,52,70,42.9
C,20,34,1,52,75,0.0
C,20,34,1,52,80,0.4
C,20,34,1,52,85,1.3
C,20,34,1,52,90,15.7
C,25,34,1,48,65,44.3
C,25,34,1,48,70,44.9
C,25,34,1,48,75,45.8
C,25,34,1,48,80,46.5
C,25,34,1,48,85,47.3
C,25,34,1,48,90,14.8
C,25,34,1,52,65,43.1
C,25,34,1,52,70,43.9
C,25,34,1,52,75,0.0
C,25,34,1,52,80,0.4
C,25,34,1,52,85,1.3
C,25,34,1,52,90,15.7
C,30,34,1,48,65,44.6
C,30,34,1,48,70,45.3
C,30,34,1,48,75,46.1
C,30,34,1,48,80,46.9
C,30,34,1,48,85,47.7
C,30,34,1,48,90,14.8
C,30,34,1,52,65,43.8
C,30,34,1,52,70,44.6
C,30,34,1,52,75,0.0
C,30,34,1,52,80,0.4
C,30,34,1,52,85,1.3
C,30,34,1,52,90,15.7
C,35,34,1,48,65,44.7
C,35,34,1,48,70,45.5
C,35,34,1,48,75,46.3
C,35,34,1,48,80,47.0
C,35,34,1,48,85,47.9
C,35,34,1,48,90,14.8
C,35,34,1,52,65,44.2
C,35,34,1,52,70,45.1
C,35,34,1,52,75,45.9
C,35,34,1,52,80,0.4
C,35,34,1,52,85,1.3
C,35,34,1,52,90,15.7
C,40,34,1,48,65,44.8
C,40,34,1,48,70,45.6
C,40,34,1,48,75,46.4
C,40,34,1,48,80,47.2
C,40,34,1,48,85,47.9
C,40,34,1,48,90,14.8
C,40,34,1,52,65,44.7
C,40,34,1,52,70,45.6
C,40,34,1,52,75,46.4
C,40,34,1,52,80,0.4
C,40,34,1,52,85,1.3
C,40,34,1,52,90,15.7
C,45,34,1,48,65,45.0
C,45,34,1,48,70,45.6
C,45,34,1,48,75,46.4
C,45,34,1,48,80,47.2
C,45,34,1,48,85,47.9
C,45,34,1,48,90,14.8
C,45,34,1,52,65,44.9
C,45,34,1,52,70,45.8
C,45,34,1,52,75,46.6
C,45,34,1,52,80,0.4
C,45,34,1,52,85,1.3
C,45,34,1,52,90,15.7
C,50,34,1,48,65,44.9
C,50,34,1,48,70,45.5
C,50,34,1,48,75,46.3
C,50,34,1,48,80,47.1
C,50,34,1,48,85,47.8
C,50,34,1,48,90,48.2
C,50,34,1,52,65,45.2
C,50,34,1,52,70,45.9
C,50,34,1,52,75,46.7
C,50,34,1,52,80,0.4
C,50,34,1,52,85,1.3
C,50,34,1,52,90,15.7
C,55,34,1,48,65,44.8
C,55,34,1,48,70,45.4
C,55,34,1,48,75,46.2
C,55,34,1,48,80,46.8
C,55,34,1,48,85,47.5
C,55,34,1,48,90,48.0
C,55,34,1,52,65,45.3
C,55,34,1,52,70,46.0
C,55,34,1,52,75,46.9
C,55,34,1,52,80,0.4
C,55,34,1,52,85,0.0
C,55,34,1,52,90,15.7
C,60,34,1,48,65,44.8
C,60,34,1,48,70,45.2
C,60,34,1,48,75,46.0
C,60,34,1,48,80,46.8
C,60,34,1,48,85,47.3
C,60,34,1,48,90,47.7
C,60,34,1,52,65,45.3
C,60,34,1,52,70,46.2
C,60,34,1,52,75,46.9
C,60,34,1,52,80,47.7
C,60,34,1,52,85,1.3
C,60,34,1,52,90,15.7
C,65,34,1,48,65,44.5
C,65,34,1,48,70,45.1
C,65,34,1,48,75,45.9
C,65,34,1,48,80,46.4
C,65,34,1,48,85,47.0
C,65,34,1,48,90,47.4
C,65,34,1,52,65,45.4
C,65,34,1,52,70,46.1
C,65,34,1,52,75,46.9
C,65,34,1,52,80,47.6
C,65,34,1,52,85,1.3
C,65,34,1,52,90,15.7
C,70,34,1,48,65,44.5
C,70,34,1,48,70,44.8
C,70,34,1,48,75,45.5
C,70,34,1,48,80,46.2
C,70,34,1,48,85,46.7
C,70,34,1,48,90,47.2
C,70,34,1,52,65,45.3
C,70,34,1,52,70,46.0
C,70,34,1,52,75,46.9
C,70,34,1,52,80,47.5
C,70,34,1,52,85,1.3
C,70,34,1,52,90,15.7
C,75,34,1,48,65,44.2
C,75,34,1,48,70,44.8
C,75,34,1,48,75,45.4
C,75,34,1,48,80,45.9
C,75,34,1,48,85,46.4
C,75,34,1,48,90,46.9
C,75,34,1,52,65,45.2
C,75,34,1,52,70,46.1
C,75,34,1,52,75,46.8
C,75,34,1,52,80,47.4
C,75,34,1,52,85,0.0
C,75,34,1,52,90,15.7
C,80,34,1,48,65,44.0
C,80,34,1,48,70,44.4
C,80,34,1,48,75,45.0
C,80,34,1,48,80,45.6
C,80,34,1,48,85,46.1
C,80,34,1,48,90,46.5
C,80,34,1,52,65,45.2
C,80,34,1,52,70,45.9
C,80,34,1,52,75,46.6
C,80,34,1,52,80,47.4
C,80,34,1,52,85,1.3
C,80,34,1,52,90,15.7
C,85,34,1,48,65,43.9
C,85,34,1,48,70,44.2
C,85,34,1,48,75,44.8
C,85,34,1,48,80,45.4
C,85,34,1,48,85,45.6
C,85,34,1,48,90,46.1
C,85,34,1,52,65,45.2
C,85,34,1,52,70,45.8
C,85,34,1,52,75,46.5
C,85,34,1,52,80,47.1
C,85,34,1,52,85,1.3
C,85,34,1,52,90,15.7
C,90,34,1,48,65,43.5
C,90,34,1,48,70,43.9
C,90,34,1,48,75,44.5
C,90,34,1,48,80,45.0
C,90,34,1,48,85,45.5
C,90,34,1,48,90,45.7
C,90,34,1,52,65,45.1
C,90,34,1,52,70,45.8
C,90,34,1,52,75,46.5
C,90,34,1,52,80,47.1
C,90,34,1,52,85,47.7
C,90,34,1,52,90,15.7
C,95,34,1,48,65,43.3
C,95,34,1,48,70,43.7
C,95,34,1,48,75,44.2
C,95,34,1,48,80,44.6
C,95,34,1,48,85,45.1
C,95,34,1,48,90,45.3
C,95,34,1,52,65,44.8
C,95,34,1,52,70,45.5
C,95,34,1,52,75,46.2
C,95,34,1,52,80,46.8
C,95,34,1,52,85,47.4
C,95,34,1,52,90,15.7
C,100,34,1,48,65,43.2
C,100,34,1,48,70,43.5
C,100,34,1,48,75,43.8
C,100,34,1,48,80,44.4
C,100,34,1,48,85,44.8
C,100,34,1,48,90,45.1
C,100,34,1,52,65,44.8
C,100,34,1,52,70,45.5
C,100,34,1,52,75,46.1
C,100,34,1,52,80,46.7
C,100,34,1,52,85,47.3
C,100,34,1,52,90,15.7
C,0,37,1,48,65,31.5
C,0,37,1,48,70,32.2
C,0,37,1,48,75,32.8
C,0,37,1,48,80,33.1
C,0,37,1,48,85,3.4
C,0,37,1,48,90,14.8
C,0,37,1,52,65,24.1
C,0,37,1,52,70,0.0
C,0,37,1,52,75,0.0
C,0,37,1,52,80,0.4
C,0,37,1,52,85,1.3
C,0,37,1,52,90,15.7
C,5,37,1,48,65,36.2
C,5,37,1,48,70,36.9
C,5,37,1,48,75,37.7
C,5,37,1,48,80,38.1
C,5,37,1,48,85,3.4
C,5,37,1,48,90,14.8
C,5,37,1,52,65,31.0
C,5,37,1,52,70,0.0
C,5,37,1,52,75,0.0
C,5,37,1,52,80,0.4
C,5,37,1,52,85,1.3
C,5,37,1,52,90,15.7
C,10,37,1,48,65,39.0
C,10,37,1,48,70,39.7
C,10,37,1,48,75,40.6
C,10,37,1,48,80,41.0
C,10,37,1,48,85,3.4
C,10,37,1,48,90,14.8
C,10,37,1,52,65,35.3
C,10,37,1,52,70,35.9
C,10,37,1,52,75,0.0
C,10,37,1,52,80,0.4
C,10,37,1,52,85,1.3
C,10,37,1,52,90,15.7
C,15,37,1,48,65,40.9
C,15,37,1,48,70,41.6
C,15,37,1,48,75,42.4
C,15,37,1,48,80,43.0
C,15,37,1,48,85,3.4
C,15,37,1,48,90,14.8
C,15,37,1,52,65,37.9
C,15,37,1,52,70,38.7
C,15,37,1,52,75,0.0
C,15,37,1,52,80,0.4
C,15,37,1,52,85,1.3
C,15,37,1,52,90,15.7
C,20,37,1,48,65,42.1
C,20,37,1,48,70,42.8
C,20,37,1,48,75,43.7
C,20,37,1,48,80,44.4
C,20,37,1,48,85,3.4
C,20,37,1,48,90,14.8
C,20,37,1,52,65,40.0
C,20,37,1,52,70,40.6
C,20,37,1,52,75,0.0
C,20,37,1,52,80,0.4
C,20,37,1,52,85,1.3
C,20,37,1,52,90,15.7
C,25,37,1,48,65,43.0
C,25,37,1,48,70,43.7
C,25,37,1,48,75,44.6
C,25,37,1,48,80,45.3
C,25,37,1,48,85,46.1
C,25,37,1,48,90,14.8
C,25,37,1,52,65,41.4
C,25,37,1,52,70,42.1
C,25,37,1,52,75,0.0
C,25,37,1,52,80,0.4
C,25,37,1,52,85,1.3
C,25,37,1,52,90,15.7
C,30,37,1,48,65,43.7
C,30,37,1,48,70,44.4
C,30,37,1,48,75,45.2
C,30,37,1,48,80,46.0
C,30,37,1,48,85,46.8
C,30,37,1,48,90,14.8
C,30,37,1,52,65,42.4
C,30,37,1,52,70,43.1
C,30,37,1,52,75,0.0
C,30,37,1,52,80,0.4
C,30,37,1,52,85,1.3
C,30,37,1,52,90,15.7
C,35,37,1,48,65,44.1
C,35,37,1,48,70,44.7
C,35,37,1,48,75,45.6
C,35,37,1,48,80,46.4
C,35,37,1,48,85,47.1
C,35,37,1,48,90,14.8
C,35,37,1,52,65,43.1
C,35,37,1,52,70,43.8
C,35,37,1,52,75,44.6
C,35,37,1,52,80,0.4
C,35,37,1,52,85,1.3
C,35,37,1,52,90,15.7
C,40,37,1,48,65,44.5
C,40,37,1,48,70,45.1
C,40,37,1,48,75,45.9
C,40,37,1,48,80,46.7
C,40,37,1,48,85,47.4
C,40,37,1,48,90,14.8
C,40,37,1,52,65,43.7
C,40,37,1,52,70,44.5
C,40,37,1,52,75,45.4
C,40,37,1,52,80,0.4
C,40,37,1,52,85,1.3
C,40,37,1,52,90,15.7
C,45,37,1,48,65,44.6
C,45,37,1,48,70,45.2
C,45,37,1,48,75,46.0
C,45,37,1,48,80,46.9
C,45,37,1,48,85,47.6
C,45,37,1,48,90,14.8
C,45,37,1,52,65,44.1
C,45,37,1,52,70,44.9
C,45,37,1,52,75,45.7
C,45,37,1,52,80,0.4
C,45,37,1,52,85,1.3
C,45,37,1,52,90,15.7
C,50,37,1,48,65,44.6
C,50,37,1,48,70,45.3
C,50,37,1,48,75,46.0
C,50,37,1,48,80,46.9
C,50,37,1,48,85,47.7
C,50,37,1,48,90,48.1
C,50,37,1,52,65,44.4
C,50,37,1,52,70,45.3
C,50,37,1,52,75,46.0
C,50,37,1,52,80,0.4
C,50,37,1,52,85,1.3
C,50,37,1,52,90,15.7
C,55,37,1,48,65,44.7
C,55,37,1,48,70,45.3
C,55,37,1,48,75,46.1
C,55,37,1,48,80,46.8
C,55,37,1,48,85,47.5
C,55,37,1,48,90,48.0
C,55,37,1,52,65,44.6
C,55,37,1,52,70,45.5
C,55,37,1,52,75,46.3
C,55,37,1,52,80,0.4
C,55,37,1,52,85,1.3
C,55,37,1,52,90,15.7
C,60,37,1,48,65,44.6
C,60,37,1,48,70,45.2
C,60,37,1,48,75,46.0
C,60,37,1,48,80,46.8
C,60,37,1,48,85,47.5
C,60,37,1,48,90,47.9
C,60,37,1,52,65,44.9
C,60,37,1,52,70,45.6
C,60,37,1,52,75,46.4
C,60,37,1,52,80,47.2
C,60,37,1,52,85,1.3
C,60,37,1,52,90,15.7
C,65,37,1,48,65,44.6
C,65,37,1,48,70,45.2
C,65,37,1,48,75,45.8
C,65,37,1,48,80,46.6
C,65,37,1,48,85,47.3
C,65,37,1,48,90,47.7
C,65,37,1,52,65,44.9
C,65,37,1,52,70,45.8
C,65,37,1,52,75,46.6
C,65,37,1,52,80,47.2
C,65,37,1,52,85,1.3
C,65,37,1,52,90,15.7
C,70,37,1,48,65,44.5
C,70,37,1,48,70,45.1
C,70,37,1,48,75,45.7
C,70,37,1,48,80,46.5
C,70,37,1,48,85,47.0
C,70,37,1,48,90,47.6
C,70,37,1,52,65,45.0
C,70,37,1,52,70,45.9
C,70,37,1,52,75,46.5
C,70,37,1,52,80,47.3
C,70,37,1,52,85,1.3
C,70,37,1,52,90,15.7
C,75,37,1,48,65,44.4
C,75,37,1,48,70,44.9
C,75,37,1,48,75,45.5
C,75,37,1,48,80,46.3
C,75,37,1,48,85,46.8
C,75,37,1,48,90,47.3
C,75,37,1,52,65,45.0
C,75,37,1,52,70,45.8
C,75,37,1,52,75,46.7
C,75,37,1,52,80,47.3
C,75,37,1,52,85,1.3
C,75,37,1,52,90,15.7
C,80,37,1,48,65,44.1
C,80,37,1,48,70,44.7
C,80,37,1,48,75,45.5
C,80,37,1,48,80,46.0
C,80,37,1,48,85,46.5
C,80,37,1,48,90,47.0
C,80,37,1,52,65,45.1
C,80,37,1,52,70,45.7
C,80,37,1,52,75,46.6
C,80,37,1,52,80,47.2
C,80,37,1,52,85,1.3
C,80,37,1,52,90,15.7
C,85,37,1,48,65,44.0
C,85,37,1,48,70,44.6
C,85,37,1,48,75,45.1
C,85,37,1,48,80,45.7
C,85,37,1,48,85,46.4
C,85,37,1,48,90,46.6
C,85,37,1,52,65,45.1
C,85,37,1,52,70,45.7
C,85,37,1,52,75,46.6
C,85,37,1,52,80,47.2
C,85,37,1,52,85,1.3
C,85,37,1,52,90,15.7
C,90,37,1,48,65,43.9
C,90,37,1,48,70,44.3
C,90,37,1,48,75,45.1
C,90,37,1,48,80,45.6
C,90,37,1,48,85,46.1
C,90,37,1,48,90,46.6
C,90,37,1,52,65,44.9
C,90,37,1,52,70,45.8
C,90,37,1,52,75,46.4
C,90,37,1,52,80,47.1
C,90,37,1,52,85,47.9
C,90,37,1,52,90,15.7
C,95,37,1,48,65,43.6
C,95,37,1,48,70,44.2
C,95,37,1,48,75,44.7
C,95,37,1,48,80,45.3
C,95,37,1,48,85,45.8
C,95,37,1,48,90,46.0
C,95,37,1,52,65,44.9
C,95,37,1,52,70,45.6
C,95,37,1,52,75,46.2
C,95,37,1,52,80,47.1
C,95,37,1,52,85,47.7
C,95,37,1,52,90,15.7
C,100,37,1,48,65,43.5
C,100,37,1,48,70,44.0
C,100,37,1,48,75,44.6
C,100,37,1,48,80,45.2
C,100,37,1,48,85,45.4
C,100,37,1,48,90,45.8
C,100,37,1,52,65,44.9
C,100,37,1,52,70,45.5
C,100,37,1,52,75,46.2
C,100,37,1,52,80,46.8
C,100,37,1,52,85,47.6
C,100,37,1,52,90,15.7
C,0,40,1,48,65,25.4
C,0,40,1,48,70,26.0
C,0,40,1,48,75,26.5
C,0,40,1,48,80,26.4
C,0,40,1,48,85,3.4
C,0,40,1,48,90,14.8
C,0,40,1,52,65,18.5
C,0,40,1,52,70,0.0
C,0,40,1,52,75,0.0
C,0,40,1,52,80,0.4
C,0,40,1,52,85,1.3
C,0,40,1,52,90,15.7
C,5,40,1,48,65,32.1
C,5,40,1,48,70,32.6
C,5,40,1,48,75,33.4
C,5,40,1,48,80,33.6
C,5,40,1,48,85,3.4
C,5,40,1,48,90,14.8
C,5,40,1,52,65,25.5
C,5,40,1,52,70,0.0
C,5,40,1,52,75,0.0
C,5,40,1,52,80,0.4
C,5,40,1,52,85,1.3
C,5,40,1,52,90,15.7
C,10,40,1,48,65,36.0
C,10,40,1,48,70,36.6
C,10,40,1,48,75,37.4
C,10,40,1,48,80,37.8
C,10,40,1,48,85,3.4
C,10,40,1,48,90,14.8
C,10,40,1,52,65,31.1
C,10,40,1,52,70,31.6
C,10,40,1,52,75,0.0
C,10,40,1,52,80,0.4
C,10,40,1,52,85,1.3
C,10,40,1,52,90,15.7
C,15,40,1,48,65,38.6
C,15,40,1,48,70,39.2
C,15,40,1,48,75,40.1
C,15,40,1,48,80,40.5
C,15,40,1,48,85,3.4
C,15,40,1,48,90,14.8
C,15,40,1,52,65,34.8
C,15,40,1,52,70,35.5
C,15,40,1,52,75,0.0
C,15,40,1,52,80,0.4
C,15,40,1,52,85,1.3
C,15,40,1,52,90,15.7
C,20,40,1,48,65,40.3
C,20,40,1,48,70,40.9
C,20,40,1,48,75,41.9
C,20,40,1,48,80,42.5
C,20,40,1,48,85,3.4
C,20,40,1,48,90,14.8
C,20,40,1,52,65,37.3
C,20,40,1,52,70,38.0
C,20,40,1,52,75,0.0
C,20,40,1,52,80,0.4
C,20,40,1,52,85,1.3
C,20,40,1,52,90,15.7
C,25,40,1,48,65,41.5
C,25,40,1,48,70,42.2
C,25,40,1,48,75,43.2
C,25,40,1,48,80,43.9
C,25,40,1,48,85,44.6
C,25,40,1,48,90,14.8
C,25,40,1,52,65,39.2
C,25,40,1,52,70,40.0
C,25,40,1,52,75,0.0
C,25,40,1,52,80,0.4
C,25,40,1,52,85,1.3
C,25,40,1,52,90,15.7
C,30,40,1,48,65,42.4
C,30,40,1,48,70,43.1
C,30,40,1,48,75,44.0
C,30,40,1,48,80,44.7
C,30,40,1,48,85,45.7
C,30,40,1,48,90,14.8
C,30,40,1,52,65,40.6
C,30,40,1,52,70,41.4
C,30,40,1,52,75,0.0
C,30,40,1,52,80,0.4
C,30,40,1,52,85,1.3
C,30,40,1,52,90,15.7
C,35,40,1,48,65,43.0
C,35,40,1,48,70,43.7
C,35,40,1,48,75,44.6
C,35,40,1,48,80,45.4
C,35,40,1,48,85,46.2
C,35,40,1,48,90,14.8
C,35,40,1,52,65,41.5
C,35,40,1,52,70,42.2
C,35,40,1,52,75,43.1
C,35,40,1,52,80,0.4
C,35,40,1,52,85,1.3
C,35,40,1,52,90,15.7
C,40,40,1,48,65,43.7
C,40,40,1,48,70,44.2
C,40,40,1,48,75,45.2
C,40,40,1,48,80,46.0
C,40,40,1,48,85,46.8
C,40,40,1,48,90,14.8
C,40,40,1,52,65,42.4
C,40,40,1,52,70,43.3
C,40,40,1,52,75,44.1
C,40,40,1,52,80,0.4
C,40,40,1,52,85,1.3
C,40,40,1,52,90,15.7
C,45,40,1,48,65,44.0
C,45,40,1,48,70,44.5
C,45,40,1,48,75,45.5
C,45,40,1,48,80,46.3
C,45,40,1,48,85,47.0
C,45,40,1,48,90,14.8
C,45,40,1,52,65,42.9
C,45,40,1,52,70,43.9
C,45,40,1,52,75,44.6
C,45,40,1,52,80,0.4
C,45,40,1,52,85,1.3
C,45,40,1,52,90,15.7
C,50,40,1,48,65,44.2
C,50,40,1,48,70,44.7
C,50,40,1,48,75,45.7
C,50,40,1,48,80,46.4
C,50,40,1,48,85,47.2
C,50,40,1,48,90,47.8
C,50,40,1,52,65,43.4
C,50,40,1,52,70,44.4
C,50,40,1,52,75,45.1
C,50,40,1,52,80,0.4
C,50,40,1,52,85,1.3
C,50,40,1,52,90,15.7
C,55,40,1,48,65,44.4
C,55,40,1,48,70,44.9
C,55,40,1,48,75,45.7
C,55,40,1,48,80,46.6
C,55,40,1,48,85,47.3
C,55,40,1,48,90,47.9
C,55,40,1,52,65,43.8
C,55,40,1,52,70,44.6
C,55,40,1,52,75,45.4
C,55,40,1,52,80,0.4
C,55,40,1,52,85,1.3
C,55,40,1,52,90,15.7
C,60,40,1,48,65,44.4
C,60,40,1,48,70,45.0
C,60,40,1,48,75,45.8
C,60,40,1,48,80,46.7
C,60,40,1,48,85,47.4
C,60,40,1,48,90,47.8
C,60,40,1,52,65,44.1
C,60,40,1,52,70,44.9
C,60,40,1,52,75,45.7
C,60,40,1,52,80,46.5
C,60,40,1,52,85,1.3
C,60,40,1,52,90,15.7
C,65,40,1,48,65,44.3
C,65,40,1,48,70,45.1
C,65,40,1,48,75,45.9
C,65,40,1,48,80,46.6
C,65,40,1,48,85,47.3
C,65,40,1,48,90,47.8
C,65,40,1,52,65,44.4
C,65,40,1,52,70,45.2
C,65,40,1,52,75,46.1
C,65,40,1,52,80,46.8
C,65,40,1,52,85,1.3
C,65,40,1,52,90,15.7
C,70,40,1,48,65,44.3
C,70,40,1,48,70,44.9
C,70,40,1,48,75,45.7
C,70,40,1,48,80,46.4
C,70,40,1,48,85,47.1
C,70,40,1,48,90,47.8
C,70,40,1,52,65,44.6
C,70,40,1,52,70,45.4
C,70,40,1,52,75,46.1
C,70,40,1,52,80,46.8
C,70,40,1,52,85,1.3
C,70,40,1,52,90,15.7
C,75,40,1,48,65,44.2
