,Weight,Elevators,theta,rou,result
10611,45,30,38,90,35.2
1712,91,58,43,110,47.7
19526,93,54,41,115,46.9
3327,24,10,38,105,7.9
7275,78,20,38,105,8.0
4353,69,12,38,90,9.4
19165,42,54,41,95,44.7
7379,93,20,38,100,8.5
21654,93,60,35,115,9.8
19858,39,56,41,95,43.5
4247,54,12,38,85,10.4
15174,84,42,41,90,42.0
28891,50,58,48,85,39.7
1802,82,48,43,105,47.1
1741,89,41,43,105,44.0
22217,72,62,35,95,43.4
15648,51,44,35,115,9.8
21312,45,60,35,85,42.8
13213,9,38,35,115,6.4
13983,18,40,35,85,44.4
4738,21,14,41,90,24.1
12746,45,36,35,90,33.7
13778,90,38,35,105,7.0
9398,75,26,38,115,7.6
26897,60,34,48,75,46.0
23623,69,66,35,90,43.1
20466,24,58,41,90,35.8
19065,30,54,35,85,43.0
9773,27,28,38,100,39.4
14159,42,40,38,90,44.2
26122,50,25,52,70,46.5
567,65,40,38,110,39.2
19124,36,54,41,100,44.4
9595,3,28,35,85,43.3
11272,36,32,41,105,46.2
8186,3,24,41,110,15.3
7988,78,22,38,100,9.2
4835,36,14,38,85,12.3
3890,3,12,38,85,16.0
10816,75,30,35,100,7.5
27818,20,46,52,90,15.7
16833,15,48,41,90,40.2
9518,93,26,38,85,14.0
29474,80,64,52,90,15.7
22110,57,62,35,85,42.8
3950,12,12,35,105,6.1
8810,93,24,38,115,6.8
24619,85,71,38,100,44.5
29138,45,61,52,90,15.7
20564,39,58,38,90,42.9
15019,63,42,38,85,41.0
2515,46,45,43,100,47.8
23584,63,66,35,105,44.8
17226,72,48,38,95,42.8
20661,54,58,35,85,43.0
7175,63,20,41,95,18.3
28962,80,58,48,80,43.7
21700,99,60,38,100,43.5
21204,27,60,41,105,7.5
11956,33,34,38,95,43.4
28051,15,49,48,85,3.4
16899,24,48,41,105,7.5
12827,54,36,41,110,15.3
21675,96,60,35,115,9.0
25531,15,19,48,85,3.4
12129,57,34,41,85,42.0
26995,100,34,48,85,44.8
26560,25,31,48,70,45.7
18225,12,52,35,85,39.9
26464,90,28,48,70,42.6
18147,0,52,35,115,6.4
12933,69,36,41,115,16.4
8302,21,24,38,95,35.9
23371,33,66,35,90,39.9
3549,57,10,35,95,5.8
15319,3,44,38,115,7.2
8063,90,22,35,90,7.1
11399,54,32,41,110,15.3
26073,30,25,52,65,46.2
5061,69,14,35,95,6.5
9122,36,26,38,100,23.2
23880,43,68,35,115,42.8
17294,81,48,41,85,43.9
18783,90,52,38,110,42.8
6186,24,18,41,85,34.2
25460,90,16,48,90,35.0
429,0,30,38,100,48.1
22011,42,62,35,115,44.8
5414,15,16,41,110,15.3
24121,76,68,41,95,44.2
28429,65,52,52,85,1.3
18349,27,52,41,110,15.3
2744,34,54,43,100,42.8
28605,35,55,52,65,29.8
17348,90,48,35,110,8.0
5070,69,14,38,105,7.2
26333,35,28,48,75,46.7
2400,50,53,43,100,46.3
9434,81,26,38,85,15.6
1825,86,50,43,105,47.1
28278,5,52,48,80,15.4
21576,81,60,38,110,46.2
23542,57,66,35,105,44.6
16032,3,46,38,110,6.8
9683,15,28,35,105,11.3
13510,51,38,38,95,41.7
17942,72,50,38,105,44.7
4851,39,14,35,95,6.5
3172,3,10,35,100,6.7
22059,48,62,38,110,44.9
20482,27,58,38,100,40.4
20432,21,58,35,95,39.7
10541,36,30,35,90,13.4
26614,45,31,52,70,46.4
28371,45,52,48,65,39.3
19809,33,56,38,95,43.4
3599,63,10,38,100,7.7
23787,90,66,41,105,46.3
17500,9,50,38,100,37.7
552,65,35,43,105,44.6
12028,42,34,41,105,46.3
27013,0,37,52,85,1.3
14973,57,42,35,100,36.4
10564,39,30,35,100,9.0
8797,93,24,35,85,8.2
24879,60,10,48,65,36.3
12957,75,36,35,95,8.8
14288,60,40,38,105,41.7
26100,40,25,52,80,0.4
20326,6,58,35,90,27.3
17570,18,50,41,100,40.8
9379,72,26,41,90,30.1
28261,100,49,52,85,46.8
9329,66,26,38,85,18.5
25135,60,13,48,85,36.1
20370,12,58,35,100,33.6
22506,9,64,41,105,7.5
21353,48,60,41,115,16.4
27495,100,40,48,65,43.7
17583,21,50,38,95,43.5
20860,81,58,38,100,44.8
19651,9,56,41,110,15.3
10581,39,30,41,115,16.4
5603,42,16,41,110,15.3
1829,80,51,43,105,47.5
28628,45,55,48,90,14.8
26542,15,31,52,70,43.6
8384,33,24,38,85,30.8
2263,57,39,43,105,47.5
21786,9,62,38,110,6.8
24905,70,10,48,75,34.0
18352,30,52,35,90,44.2
21886,24,62,38,85,36.4
11509,72,32,35,100,7.5
5038,66,14,35,85,7.5
19614,6,56,35,100,30.4
13278,18,38,38,90,46.3
10219,90,28,41,90,27.9
8166,0,24,41,115,16.4
16697,99,46,35,110,7.2
21431,60,60,41,85,43.7
3928,9,12,35,100,6.7
29341,25,64,52,85,1.3
20918,90,58,35,110,41.5
13860,0,40,35,95,43.7
25125,55,13,52,65,42.5
20907,87,58,41,90,44.9
29076,20,61,52,80,0.4
18134,99,50,41,85,42.8
11166,21,32,41,100,48.1
6631,87,18,41,105,11.2
25994,100,22,52,90,15.7
18913,6,54,41,95,24.0
20274,99,56,38,110,43.3
29300,10,64,48,90,14.8
23541,57,66,35,100,44.2
9555,99,26,35,95,6.6
1642,93,40,43,110,43.0
2462,40,35,43,100,47.7
29321,20,64,48,75,18.3
23341,27,66,38,115,7.2
4364,69,12,41,110,9.2
9894,45,28,35,110,7.2
26257,0,28,52,85,1.3
10007,60,28,38,115,8.4
3271,15,10,41,105,7.5
26156,65,25,48,90,44.4
15441,21,44,38,95,45.9
13676,75,38,38,85,35.2
11282,39,32,38,85,39.6
26733,95,31,52,65,44.7
14547,96,40,41,105,38.6
16943,30,48,41,115,16.4
12420,99,34,38,105,10.3
15810,75,44,35,85,31.7
23394,36,66,35,100,41.2
358,20,50,40,100,42.3
1275,30,40,40,105,48.1
5688,54,16,41,115,16.4
2727,30,51,43,100,43.5
8661,72,24,38,105,8.8
28143,55,49,48,65,42.1
17911,69,50,35,90,39.4
10416,18,30,35,95,39.8
990,0,25,45,85,47.9
27951,80,46,48,65,43.9
27133,50,37,52,85,1.3
16952,33,48,38,90,45.3
2174,68,48,43,105,47.8
2988,10,19,43,95,43.8
25943,80,22,52,75,45.0
14227,51,40,38,115,7.2
16977,36,48,38,110,47.7
24154,82,68,38,85,43.1
25583,35,19,52,75,46.9
8591,63,24,35,105,6.2
9283,60,26,35,100,6.8
5681,54,16,38,115,6.7
11049,6,32,35,110,47.9
2673,32,40,43,100,48.3
21553,78,60,38,100,45.2
25272,10,16,52,80,0.4
19074,30,54,38,95,43.6
17681,36,50,35,95,45.1
23078,93,64,35,95,41.6
19868,42,56,35,110,46.2
22819,54,64,41,95,42.9
16052,6,46,38,105,39.6
4049,24,12,41,110,15.3
23359,30,66,38,100,37.0
1830,81,51,43,105,47.5
14617,6,42,35,105,45.3
12663,33,36,35,95,40.0
13884,3,40,35,115,6.4
24179,85,68,38,105,45.4
12006,39,34,41,100,46.1
23439,42,66,35,115,43.2
23338,27,66,38,100,35.2
4453,84,12,35,100,6.0
29395,50,64,48,85,36.8
4313,63,12,38,100,7.7
3985,15,12,41,105,7.5
6817,12,20,41,90,41.3
18922,9,54,35,105,36.2
2571,48,56,43,100,45.0
10911,87,30,41,85,33.1
5997,99,16,41,85,16.6
19326,66,54,38,95,44.9
22570,18,64,41,110,15.3
13219,9,38,38,110,6.8
6693,96,18,41,100,11.7
25693,80,19,52,85,1.3
2214,68,56,43,105,47.3
12488,6,36,41,95,46.0
7671,33,22,38,90,20.6
1479,5,30,55,60,37.3
19749,24,56,38,110,41.5
18127,99,50,38,85,38.7
8100,93,22,41,100,13.6
18852,99,52,41,105,45.1
10437,21,30,35,95,38.0
1497,0,5,55,55,1.1
19113,36,54,35,115,46.7
24505,70,71,35,90,42.7
7421,99,20,38,100,8.5
23070,90,64,41,90,44.7
5133,78,14,38,105,7.2
5163,81,14,41,115,16.4
13325,24,38,38,115,7.2
18618,66,52,41,90,45.6
522,65,25,40,100,17.5
6118,15,18,38,95,16.2
8509,51,24,35,115,5.7
20072,69,56,41,115,16.4
13955,12,40,41,85,44.3
198,80,65,25,100,3.9
6656,93,18,35,90,7.1
14183,45,40,38,105,45.5
16239,33,46,38,95,46.1
5788,69,16,41,90,16.4
14506,90,40,41,110,40.0
2622,30,30,43,100,47.5
18549,57,52,38,95,45.3
27155,60,37,52,75,46.4
4842,36,14,41,85,22.1
19356,69,54,41,105,47.3
2519,44,46,43,100,47.5
28865,40,58,48,75,35.7
20023,63,56,38,115,47.4
26277,10,28,52,65,43.7
19640,9,56,38,90,30.3
11529,75,32,35,95,8.1
12080,51,34,38,85,38.2
15258,96,42,41,90,40.4
18775,90,52,35,105,10.0
3223,9,10,38,110,6.8
18151,0,52,38,100,22.6
28553,15,55,48,75,21.4
12660,30,36,41,115,16.4
11563,78,32,41,90,36.0
6196,27,18,35,100,6.8
26219,90,25,52,75,45.3
18678,75,52,38,110,45.3
12509,9,36,41,95,46.7
22089,54,62,35,85,42.8
7383,93,20,41,85,20.5
20546,36,58,38,105,43.5
19965,54,56,41,105,46.4
13216,9,38,38,95,46.4
28512,100,52,52,80,45.5
18320,24,52,38,105,43.9
18649,72,52,35,105,41.3
12707,39,36,35,105,10.6
22251,75,62,41,90,44.7
28801,10,58,52,85,1.3
9547,96,26,41,90,23.4
25526,10,19,52,90,15.7
5637,48,16,38,105,8.0
4965,54,14,38,105,8.0
12408,96,34,41,115,15.7
27244,100,37,48,70,44.0
27761,0,46,48,75,16.7
15460,24,44,38,85,45.0
7330,87,20,35,100,6.0
16987,39,48,35,90,44.1
5456,21,16,41,110,15.3
4486,87,12,41,90,13.0
28120,45,49,48,70,41.4
24063,70,68,35,85,42.4
11245,33,32,38,110,42.9
28209,80,49,52,65,42.8
26374,50,28,52,70,46.7
1050,75,45,45,100,47.8
6280,39,18,35,100,6.7
7742,42,22,41,95,31.7
14354,69,40,41,85,43.1
14944,51,42,41,95,46.4
12414,99,34,35,110,6.4
1636,96,55,43,110,47.6
22742,45,64,35,95,43.1
16409,57,46,38,105,45.6
6799,9,20,41,105,7.5
6405,57,18,35,95,6.6
22407,99,62,35,100,40.2
12499,9,36,35,115,6.4
20994,99,58,41,105,46.2
27157,60,37,52,85,1.3
3605,63,10,41,95,11.3
8725,81,24,38,110,8.2
2729,34,51,43,100,44.6
25026,15,13,48,80,42.7
22697,36,64,41,115,16.4
6906,24,20,41,115,16.4
16400,57,46,35,95,40.5
21477,66,60,41,105,46.3
12203,69,34,35,105,7.0
15271,99,42,38,85,32.8
12643,30,36,35,100,41.6
22020,42,62,41,90,40.8
28956,75,58,52,80,41.4
7861,60,22,38,95,11.0
4531,93,12,41,105,9.7
9443,81,26,41,95,23.4
2448,48,32,43,100,45.5
3344,27,10,38,85,11.0
22140,60,62,38,95,44.6
22016,42,62,38,105,43.3
13808,93,38,38,115,9.2
11035,3,32,38,110,6.8
20346,9,58,35,85,31.4
17380,93,48,41,95,43.6
6158,21,18,38,85,21.9
4681,15,14,35,85,8.8
25688,80,19,48,90,38.7
4240,54,12,35,85,7.5
12390,96,34,35,95,8.1
9226,51,26,38,95,15.7
9506,90,26,41,95,21.2
12242,75,34,35,90,9.2
17834,57,50,38,90,44.6
22063,48,62,41,95,42.7
23404,36,66,38,115,7.2
22585,21,64,38,115,7.2
13973,15,40,38,105,47.5
29515,100,64,48,85,44.4
645,80,50,40,105,45.3
26521,5,31,52,85,1.3
15280,99,42,41,95,39.7
9290,60,26,38,100,11.3
2564,44,55,43,100,44.7
24569,79,71,35,95,43.3
18525,54,52,35,115,46.2
15097,75,42,35,90,13.4
25929,75,22,52,65,44.4
24238,94,68,38,85,43.1
12796,51,36,38,95,40.0
14304,63,40,35,115,7.4
28333,25,52,52,85,1.3
15926,90,44,38,105,35.1
28920,60,58,52,80,38.8
8771,87,24,41,95,18.8
24042,67,68,35,85,42.4
28469,85,52,48,75,44.7
24196,88,68,38,85,43.1
11393,54,32,38,115,10.7
17164,63,48,38,100,44.6
7103,54,20,38,85,14.5
10284,99,28,41,100,17.7
13498,48,38,41,105,47.1
15762,66,44,41,90,44.9
6144,18,18,41,85,36.3
28244,95,49,48,90,46.9
27162,65,37,48,80,46.6
9568,99,26,41,90,23.0
6708,99,18,38,105,7.2
15164,84,42,35,110,7.2
14626,6,42,38,115,7.2
7968,75,22,38,105,8.8
23049,87,64,41,90,44.6
18185,6,52,35,95,36.2
29116,40,61,48,70,32.9
29046,10,61,48,80,11.3
13050,87,36,38,105,11.7
25950,85,22,48,80,40.8
23459,45,66,35,110,43.6
22162,63,62,38,100,45.3
15032,63,42,41,115,16.4
693,95,60,45,105,47.5
21344,48,60,38,105,45.2
14125,36,40,41,95,47.2
11735,0,34,41,110,15.3
29143,50,61,48,85,38.1
6813,12,20,38,105,16.4
4460,84,12,38,100,7.7
28951,75,58,48,85,44.0
15575,39,44,41,100,47.6
23940,52,68,35,100,43.3
29405,55,64,48,75,37.1
7236,72,20,41,85,23.4
15750,66,44,35,100,11.7
15338,6,44,38,105,41.8
21530,75,60,38,90,44.1
7311,84,20,35,110,5.5
10940,93,30,35,90,7.8
15767,66,44,41,115,16.4
383,10,55,40,105,6.5
21558,78,60,41,90,45.1
7807,51,22,41,105,20.5
3076,16,36,43,95,47.4
1315,95,40,55,75,46.4
10704,57,30,41,100,38.6
28016,0,49,48,90,14.8
26054,20,25,52,90,15.7
21783,9,62,38,95,22.4
8179,3,24,38,110,6.8
22775,48,64,41,85,40.8
26823,30,34,48,65,44.6
22125,57,62,41,90,43.4
7272,78,20,38,90,10.8
1456,20,50,55,60,21.9
6524,72,18,41,95,15.1
11349,48,32,38,105,35.6
22730,42,64,38,105,42.5
9780,27,28,41,100,45.1
29494,90,64,52,70,39.8
13680,75,38,38,105,29.9
23392,36,66,35,90,40.6
23468,45,66,41,85,39.1
18459,45,52,35,100,45.2
11634,90,32,35,95,7.3
14414,78,40,38,105,33.5
14672,12,42,41,100,44.5
16074,9,46,38,110,6.8
16507,72,46,35,105,10.0
1805,85,48,43,105,46.8
7461,3,22,38,90,42.2
17693,36,50,41,85,44.3
1010,90,35,45,105,43.3
18433,39,52,41,110,15.3
19638,9,56,35,115,6.4
15207,90,42,35,115,6.6
13205,6,38,41,110,15.3
11602,84,32,38,110,9.0
4365,69,12,41,115,16.4
9423,78,26,41,100,20.7
27997,95,46,52,85,47.2
28341,30,52,52,65,31.1
6047,6,18,35,90,10.4
10981,99,30,35,85,8.9
6133,18,18,35,100,7.5
5590,42,16,35,115,5.6
10405,15,30,38,110,6.8
17268,78,48,38,95,41.7
986,0,35,45,75,39.6
18880,3,54,35,105,28.0
26470,90,28,52,70,45.3
14418,78,40,41,90,42.0
16224,30,46,41,90,45.5
19543,96,54,41,95,44.8
23945,52,68,38,90,41.8
4805,30,14,41,110,15.3
13249,15,38,35,85,44.5
10533,33,30,41,85,44.0
27018,5,37,48,80,38.1
17488,6,50,41,110,15.3
12100,54,34,35,115,6.6
14001,18,40,41,105,7.5
20183,87,56,35,110,10.2
1338,85,55,55,75,42.0
7083,51,20,38,90,12.6
23512,51,66,41,95,41.7
22747,45,64,38,85,41.4
1643,94,40,43,110,42.8
7842,57,22,38,105,8.8
16161,21,46,41,90,43.9
15817,75,44,38,85,39.8
15836,78,44,35,110,8.0
26083,35,25,48,85,47.5
28967,80,58,52,75,41.4
25166,70,13,52,90,15.7
8162,0,24,41,95,48.1
23248,15,66,35,105,28.4
23245,15,66,35,90,29.6
10477,27,30,35,85,34.5
27678,70,43,48,80,46.3
15823,75,44,38,115,40.7
25467,95,16,48,65,37.6
25105,45,13,52,85,1.3
5987,99,16,35,105,5.3
12427,99,34,41,105,27.8
1034,80,55,45,100,47.4
21559,78,60,41,95,45.7
15996,99,44,41,105,41.3
17587,21,50,38,115,7.2
3164,0,10,41,95,18.7
9135,39,26,35,95,8.7
12024,42,34,41,85,44.5
13636,69,38,38,95,36.0
13639,69,38,38,110,33.4
8272,18,24,35,85,24.6
21037,3,60,41,110,15.3
4027,21,12,41,105,7.5
20211,90,56,38,110,44.5
6106,12,18,41,105,7.5
511,65,40,40,110,43.5
19510,93,54,35,105,10.0
2852,28,31,43,95,47.5
11241,33,32,38,90,41.5
16852,18,48,38,115,7.2
5621,45,16,41,95,16.7
7865,60,22,38,115,7.6
12575,18,36,41,110,15.3
24662,91,71,38,105,45.2
20795,72,58,38,90,44.3
17167,63,48,38,115,46.4
13228,12,38,35,85,44.7
24669,91,71,41,105,45.6
6523,72,18,41,90,18.0
26863,45,34,48,85,47.9
17147,60,48,41,85,45.3
8514,51,24,38,105,10.2
10997,99,30,41,95,25.0
23639,69,66,41,100,44.8
10302,0,30,41,85,46.5
3035,14,28,43,95,48.4
4200,48,12,35,95,6.5
18108,96,50,38,95,39.4
8281,18,24,38,95,37.7
20061,69,56,38,95,44.8
6621,87,18,38,90,10.1
18503,51,52,35,110,46.0
21338,48,60,35,110,45.6
17830,57,50,35,105,43.8
22505,9,64,41,100,16.5
7757,45,22,38,100,10.6
15137,78,42,41,115,16.4
20103,75,56,38,95,44.4
9760,24,28,41,105,7.5
1557,95,47,43,110,46.2
7560,18,22,35,95,9.4
25935,80,22,48,65,41.2
29045,10,61,48,75,11.3
21163,21,60,41,110,15.3
23564,60,66,35,110,45.2
14141,39,40,38,105,46.3
17168,63,48,41,85,45.1
27457,80,40,52,85,1.3
22501,9,64,38,115,7.2
22250,75,62,41,85,44.1
20045,66,56,41,85,44.6
7543,15,22,35,115,6.6
24082,70,68,41,110,45.1
20298,0,58,41,90,12.6
15812,75,44,35,95,12.0
13719,81,38,38,90,32.0
24252,97,68,35,85,40.8
9739,21,28,41,105,7.5
1341,80,25,55,75,46.9
7644,30,22,35,95,8.0
22796,51,64,41,85,41.5
2039,74,58,43,105,47.1
17594,21,50,41,115,16.4
8728,81,24,41,90,24.2
18910,6,54,38,115,7.2
10235,93,28,38,100,10.0
717,95,70,43,110,46.4
12701,36,36,41,110,15.3
5740,63,16,38,95,9.0
28461,80,52,52,65,42.1
4208,48,12,38,100,7.7
25616,50,19,48,90,42.4
13492,48,38,38,110,43.8
15772,69,44,35,105,9.3
15531,33,44,41,90,46.1
10847,78,30,38,115,8.4
2936,28,45,43,95,45.6
9956,54,28,35,105,7.0
18419,39,52,35,110,46.6
4593,0,14,41,100,6.3
11635,90,32,35,100,6.8
28363,40,52,48,85,41.3
7365,90,20,41,100,13.0
17807,54,50,35,95,43.3
3154,0,10,35,115,6.4
2182,64,50,43,105,47.9
24227,91,68,41,100,45.6
22295,81,62,41,100,46.2
23430,39,66,41,105,38.7
27028,10,37,48,70,39.7
11438,60,32,41,95,39.9
15727,63,44,35,90,36.2
19623,6,56,38,110,6.8
20997,0,60,35,85,19.7
1254,40,20,40,110,12.0
27305,20,40,48,75,41.9
26876,50,34,48,90,48.2
15363,9,44,41,90,40.6
25723,95,19,48,85,37.7
23951,52,68,41,85,39.9
19288,60,54,38,115,47.7
7254,75,20,38,105,8.0
10650,51,30,35,110,7.2
5873,81,16,41,95,13.3
25564,30,19,48,70,44.1
19322,66,54,35,110,44.2
9137,39,26,35,105,7.0
24735,0,10,48,65,42.1
25594,40,19,52,70,46.0
7608,24,22,38,90,29.3
13419,39,38,35,95,39.6
4647,9,14,38,90,14.3
11526,72,32,41,115,16.4
15059,69,42,35,110,8.0
21199,27,60,38,115,7.2
12651,30,36,38,105,46.5
16655,93,46,35,110,7.2
23241,12,66,41,105,7.5
1381,60,35,55,70,45.9
59,20,65,30,60,36.0
3240,12,10,38,90,10.7
13660,72,38,38,110,13.9
20198,87,56,41,115,16.4
10502,30,30,35,105,9.2
12585,21,36,38,90,45.9
24538,73,71,38,115,45.5
11494,69,32,38,95,19.7
12235,72,34,41,90,39.2
8491,48,24,38,95,14.1
7934,69,22,41,110,12.8
3296,21,10,35,90,7.0
23778,90,66,38,95,44.2
17755,45,50,38,115,7.2
26302,20,28,52,70,46.0
17108,54,48,41,100,47.3
25847,40,22,52,75,47.3
23683,75,66,41,110,46.1
18984,18,54,35,100,41.9
4985,57,14,38,100,8.5
15293,0,44,38,90,36.8
15424,18,44,38,115,7.2
15655,51,44,38,115,7.2
25765,5,22,52,85,1.3
24087,73,68,35,100,44.0
13336,27,38,35,100,44.2
16461,66,46,35,85,37.5
28540,10,55,48,70,16.1
23574,60,66,41,90,42.6
21526,75,60,35,105,44.0
28100,35,49,48,90,14.8
5001,60,14,35,110,5.5
13669,75,38,35,85,14.6
16458,63,46,41,105,47.3
10592,42,30,38,100,35.3
5798,72,16,35,105,5.3
29071,20,61,48,85,3.4
10720,60,30,38,110,10.5
16653,93,46,35,100,9.0
4187,45,12,38,100,7.7
18478,48,52,35,90,43.7
27307,20,40,48,85,3.4
27259,0,40,48,85,3.4
1225,60,55,40,110,47.3
7826,54,22,41,95,26.1
28380,45,52,52,80,0.4
26514,5,31,48,80,44.3
12953,72,36,41,110,40.6
24602,82,71,41,85,42.8
11262,36,32,38,90,40.7
22582,21,64,38,100,32.7
22575,21,64,35,100,35.9
20500,30,58,38,85,40.5
21345,48,60,38,110,45.6
417,0,30,40,100,48.4
21247,33,60,41,110,15.3
6832,15,20,38,95,27.8
3147,18,50,43,95,38.8
28116,40,49,52,80,0.4
20484,27,58,38,110,40.7
9106,33,26,41,90,41.3
29224,85,61,48,70,41.5
19741,24,56,35,105,42.9
18908,6,54,38,105,27.6
23977,55,68,41,110,15.3
22148,60,62,41,100,45.1
15281,99,42,41,100,39.7
14207,48,40,41,85,45.4
28958,75,58,52,90,15.7
6742,3,20,35,100,9.7
16072,9,46,38,100,41.8
7210,69,20,38,95,9.7
17590,21,50,41,95,41.8
1593,90,53,43,110,47.7
27784,10,46,48,70,28.6
5692,57,16,35,100,6.0
21619,87,60,38,115,46.2
17463,3,50,41,90,25.7
897,50,20,50,85,45.1
8368,30,24,38,110,11.2
14013,21,40,38,95,46.6
3236,12,10,35,105,6.1
3742,84,10,35,115,4.8
16564,78,46,41,110,46.0
8831,96,24,38,115,6.8
24522,70,71,41,105,43.8
9403,75,26,41,105,18.5
4149,39,12,41,85,18.5
3186,3,10,41,100,6.3
17416,99,48,38,100,36.9
12429,99,34,41,115,15.1
16060,6,46,41,110,15.3
12732,42,36,38,90,42.3
6649,90,18,41,90,15.9
11306,42,32,38,100,38.8
21652,93,60,35,105,40.8
11252,33,32,41,110,15.3
3219,9,10,38,90,10.7
16614,87,46,35,115,7.4
11153,21,32,35,105,41.9
9778,27,28,41,90,44.3
24192,88,68,35,100,43.4
16550,78,46,35,110,8.0
13608,66,38,35,95,10.1
430,0,35,38,100,46.3
15235,93,42,38,115,10.0
23148,0,66,38,95,10.9
19364,72,54,35,110,43.0
15377,12,44,38,90,43.7
8899,3,26,41,105,7.5
21627,90,60,35,85,39.9
11406,57,32,35,110,7.2
17054,48,48,35,110,45.4
17796,51,50,38,110,47.5
15610,45,44,38,100,46.1
5811,72,16,41,100,12.3
2533,42,49,43,100,46.7
13295,21,38,35,105,46.3
19201,48,54,38,100,46.0
1996,74,49,43,105,47.6
25174,75,13,52,70,41.6
16454,63,46,41,85,45.1
3822,96,10,35,95,5.8
25485,100,16,52,65,41.5
10726,60,30,41,105,37.5
791,90,30,50,90,46.0
2443,50,31,43,100,44.6
2919,30,42,43,95,47.1
11816,12,34,41,95,47.7
16273,39,46,35,90,43.7
14133,39,40,35,100,41.9
22785,51,64,35,100,44.0
110,35,45,30,100,6.5
4008,18,12,41,115,16.4
4494,90,12,35,95,5.8
28651,55,55,48,85,42.4
18944,12,54,35,110,38.5
13067,90,36,38,85,27.7
27780,5,46,52,80,0.4
18033,84,50,41,105,46.1
13153,0,38,38,95,43.7
15520,33,44,35,105,46.0
8066,90,22,35,105,6.2
14182,45,40,38,100,44.7
2899,26,39,43,95,47.4
21468,66,60,38,95,45.0
26391,60,28,48,65,44.2
13804,93,38,38,95,20.7
22737,42,64,41,105,40.7
23561,60,66,35,95,43.7
25801,20,22,52,85,1.3
9831,36,28,35,110,7.2
21895,24,62,41,95,33.4
19683,15,56,38,95,36.1
10070,69,28,38,115,8.4
23328,27,66,35,85,37.5
27744,95,43,52,80,46.8
18558,57,52,41,105,47.4
6552,78,18,35,95,6.6
4972,54,14,41,105,11.2
23579,60,66,41,115,16.4
1184,90,80,40,115,44.7
14643,9,42,38,95,44.4
24427,58,71,38,85,41.2
19275,60,54,35,85,42.2
19902,45,56,41,105,45.5
14716,18,42,41,110,15.3
4435,81,12,35,115,4.8
18200,6,52,41,100,26.4
3450,42,10,38,90,9.4
17733,42,50,38,110,47.5
6804,12,20,35,95,9.4
12426,99,34,41,100,29.8
10195,87,28,38,110,8.2
9439,81,26,38,110,8.2
21541,75,60,41,110,47.2
26858,40,34,52,90,15.7
5967,96,16,35,110,5.5
16208,27,46,41,115,16.4
28755,100,55,48,65,42.7
27136,55,37,48,70,45.3
9613,3,28,41,105,7.5
5375,12,16,35,90,8.5
10842,78,30,38,90,16.5
9698,15,28,41,110,15.3
24314,40,71,41,115,16.4
1188,85,55,40,115,46.8
10218,90,28,41,85,30.3
23402,36,66,38,105,39.7
5048,66,14,38,100,7.7
69,20,35,30,100,5.7
8483,48,24,35,90,8.5
8245,12,24,41,90,45.3
25677,75,19,52,65,43.6
12052,48,34,35,85,29.0
3356,27,10,41,110,15.3
25521,10,19,52,65,46.9
8522,51,24,41,110,15.3
10048,66,28,38,110,9.0
17470,6,50,35,90,38.4
16235,33,46,35,110,46.8
17827,57,50,35,90,42.0
16726,0,48,38,115,7.2
18564,60,52,35,100,43.4
14745,24,42,35,115,48.0
13208,9,38,35,90,45.5
18974,15,54,41,85,34.2
12505,9,36,38,110,6.8
20316,3,58,38,110,6.8
10660,51,30,41,90,40.7
1777,87,45,43,105,45.8
12073,51,34,35,85,25.6
27571,25,43,48,85,42.6
11007,0,32,35,110,48.5
17419,99,48,38,115,12.9
28622,40,55,52,90,15.7
20363,9,58,41,100,21.1
7621,27,22,35,85,11.3
21243,33,60,41,90,39.4
10571,39,30,38,100,36.4
21771,6,62,41,105,7.5
2750,36,55,43,100,42.8
24108,76,68,35,100,44.0
11004,0,32,35,95,46.7
6394,54,18,38,110,7.4
2718,32,49,43,100,45.0
2334,54,36,43,100,46.4
26720,90,31,48,90,44.7
2308,57,54,43,105,47.1
9460,84,26,38,110,8.2
942,25,15,50,80,44.7
11817,12,34,41,100,48.4
640,80,75,43,110,16.6
12254,75,34,38,115,9.2
2318,59,57,43,105,46.4
16259,36,46,38,90,45.5
17354,90,48,38,105,40.0
17535,15,50,35,100,43.2
12142,60,34,35,115,6.6
21816,15,62,35,85,33.7
2035,76,57,43,105,47.4
1692,91,53,43,110,47.7
4679,12,14,41,110,15.3
23002,81,64,38,100,45.1
11918,27,34,38,115,7.2
12906,66,36,41,85,41.8
25904,65,22,48,90,42.7
19231,51,54,41,110,15.3
9087,30,26,41,100,42.5
26882,50,34,52,90,15.7
26676,70,31,52,80,47.5
25250,0,16,52,90,15.7
3961,12,12,41,90,22.8
6425,60,18,35,90,7.1
10912,87,30,41,90,31.6
18078,93,50,35,85,32.2
4580,0,14,35,105,6.9
27486,95,40,48,80,45.7
1321,95,70,55,75,37.6
1832,83,51,43,105,47.3
22004,39,62,41,115,16.4
17254,75,48,41,95,45.4
8917,6,26,41,90,47.3
20946,93,58,38,110,45.0
14554,99,40,35,105,7.0
8783,90,24,38,85,13.5
1075,55,30,45,95,45.1
22336,87,62,41,95,45.5
23438,42,66,35,110,42.9
22220,72,62,35,110,45.2
6318,42,18,41,115,16.4
13867,0,40,38,95,41.9
5606,45,16,35,90,7.1
27948,75,46,52,80,45.9
4338,66,12,41,85,16.1
